,GNN,Neural Network,Linear Regression,Rolling Mean
Voltage Magnitude,1.0,0.0,0.9180298,0.88220847
Voltage Angle,0.9526922,0.0,1.0,0.78909093
Active Power,0.9760291,0.0,1.0,0.91663206
Reactive Power,1.0,0.0,0.9997627,0.95976084
