,GNN,Neural Network,Linear Regression,Rolling Mean
Voltage Magnitude,0.15667844,0.80204076,0.20957895,0.23269667
Voltage Angle,0.171435,0.7550075,0.14245658,0.2716491
Active Power,0.12915944,0.5841184,0.11798581,0.15684631
Reactive Power,0.1459959,0.57059777,0.14609668,0.16308154
